id,value,emotion
Dresdner Bank AG New York & Grand Cayman branches,1.474,gioia
Banc of America Securities Asia Ltd (ex-BA Asia),1.466,gioia
First National Bank of Omaha,1.4644,gioia
Commerzbank Corporates & Markets [ex-Dresdner Kleinwort Wasserstein],1.437,gioia
Arab Bank Group,1.4318,gioia
Apollo Lyon Holdings,1.42,gioia
Bank of New York Co Inc [BNY],1.4085,gioia
Bayerische Hypo-und Vereinsbank AG New York,1.3941,gioia
Provident Bank (Cincinnati),1.3852,gioia
Bank of China New York,1.3753,gioia
Santander Central Hispano SA [ex-Banco Central Hispanoamericano SA [BCH]],1.3753,gioia
Scotia Bank,1.366,gioia
Kansallis-Osake-Pankki KI,1.3569,gioia
First Boston,1.3552,gioia
SouthTrust Bank,1.3552,gioia
Fourth National Bank of Tulsa,1.3509,gioia
Hypobank International SA,1.3485,gioia
California Bank & Trust,1.3466,gioia
BMO Nesbitt Burns,1.3458,gioia
Israel Discount Bank of New York Inc [IDBNY],1.3419,gioia
Northern Trust Corp,1.334,gioia
Northern Life Insurance,1.3335,gioia
BZW [Barclays de Zoete Wedd],1.3312,gioia
New Jersey National Bank,1.3213,gioia
GE Capital Corp,1.3166,gioia
Lehman Brothers Asia,1.312,gioia
Sun Life Insurance Co,1.3026,gioia
Chase Bank of Texas,1.2953,gioia
Hypothekenbank Frankfurt AG [Ex-Eurohypo AG],1.2942,gioia
Wells Fargo Retail Finance,1.2929,gioia
Union Trust Co,1.2927,gioia
Sanpaolo Banco di Napoli SpA [Ex-Banco di Napoli],1.2803,gioia
Sterling National Bank & Trust Co of New York,1.2792,gioia
National City Business Credit,1.2764,gioia
De Nationale Investerings Bank,1.2717,gioia
Wachovia Bank of South Carolina,1.2715,gioia
Citi,1.269,gioia
NordlandsBanken ASA,1.266,gioia
Credito Italiano,1.264,gioia
First Bank of Missouri,1.2602,gioia
Sun Bank of Tampa Bay,1.26,gioia
Spectrum Commercial Services Inc,1.255,gioia
AT&T Credit Corp,1.2541,gioia
Citibank/Salomon Smith Barney,1.2516,gioia
Prudential Capital Group LP,1.2504,gioia
Great American Reserve Insurance Co,1.25,gioia
Home Federal Savings,1.2469,gioia
Southwest Bank,1.2468,gioia
Marquette Bank of Minneapolis NA,1.2387,gioia
Barclays Bank of New York,1.2326,gioia
Minnesota Mutual Life Insurance,1.229,gioia
Nordea Bank AB,1.2281,gioia
Pilgrim America Prime Rate Trust,1.2204,gioia
Chase Securities,1.2201,gioia
Busey Bank,1.2201,gioia
UBS AG Stamford Branch,1.2177,gioia
Midfirst Bank,1.2127,gioia
F&M Bank & Trust Co,1.2125,gioia
Commerzbank Corporates & Markets [ex-Dresdner Kleinwort Ltd],1.2125,gioia
Lehman Brothers Commercial Paper Inc,1.2105,gioia
First City Texas - El Paso,1.21,gioia
Chase Bank of Florida,1.2041,gioia
Bank One Waukesha,1.2,gioia
Morgan Stanley Bank AG,1.1997,gioia
First Interstate Ltd,1.1974,gioia
Barnett Bank of Tampa,1.1921,gioia
Landesbank Baden-Wurttemberg [LBBW],1.1907,gioia
Seafirst Bank,1.1854,gioia
Mitsui Trust & Banking Corp,1.1832,gioia
Girozentrale Bank,1.1752,gioia
Paribas,1.172,gioia
Scotiabanc Inc,1.1713,gioia
Jackson National Life Insurance Co,1.1705,gioia
Intrust Bank,1.1675,gioia
Life Insurance Co of North America,1.1611,gioia
Eaton Vance Prime Rate Reserves,1.1609,gioia
State Mutual Life Assurance Co of America,1.1541,gioia
Banco Santander SA [Ex-Santander Central Hispano SA],1.1527,gioia
Mercantile National Bank,1.152,gioia
Bank of Oklahoma NA,1.1504,gioia
Shearson Lehman Brothers,1.145,gioia
Skandinaviska Enskilda Banken AB [Sweden],1.1436,gioia
Dominion Capital Inc,1.14,gioia
Morgan Stanley Dean Witter & Co,1.1398,gioia
Eurohypo AG [New York],1.1385,gioia
DLJ Capital Funding,1.1378,gioia
DBS Bank New York,1.1332,gioia
Mercantile Bank,1.1326,gioia
First National Bank Louisville,1.1326,gioia
Signet Banking Corp,1.1325,gioia
Bank Audi (California),1.13,gioia
ANZ Bank (US),1.1293,gioia
Fuji Bank & Trust Co,1.1292,gioia
United World Chinese Commercial Bank,1.1262,gioia
Toyo Trust & Banking Ltd,1.1251,gioia
Bank Leumi USA,1.1177,gioia
First Interstate Bancorp,1.1121,gioia
Crescent/Mach I Partners,1.1068,gioia
ING Capital Advisors Inc,1.099,gioia
Ableco Finance LLC,1.096,gioia
Wells Fargo Bank Texas NA,1.0957,gioia
Lehman Brothers Holdings Inc,1.0932,gioia
HSBC Bank Plc,1.089,gioia
Florida National Bank,1.0849,gioia
Citizens Bank of Connecticut,1.0825,gioia
Bank of New York Commercial Corp,1.0757,gioia
NationsBanc Capital Markets,1.0682,gioia
Huntington Bank,1.0577,gioia
State Bank of South Australia,1.0557,gioia
Oesterreichische Landerbank,1.0515,gioia
Plaza Bank of Commerce,1.047,gioia
First National Bank,1.0387,gioia
Bankia [ex-Caja Madrid],1.0376,gioia
William Street Capital Corp,1.0366,gioia
Compagnie Financiere de l'Union Europeenne,1.0268,gioia
Bank Bumiputra Malaysia Berhad,1.0231,gioia
Chemical Bank New Jersey NA,1.0231,gioia
Norddeutsche Landesbank GZ New York,1.0219,gioia
Associated Bank NA,1.0212,gioia
CIC Union Europeenne,1.0119,gioia
Mutual Benefit Life Insurance Co,1.0106,gioia
Central Life Assurance Co,1.0097,gioia
Republic National Bank of Miami,1.0052,gioia
Southern California Bank,1.0026,gioia
BOT Funding Corp,1,gioia
Bank of San Francisco,1,gioia
Bank of Santa Fe,1,gioia
BNP Capital Markets,0.9999,gioia
Bank One Texas NA,0.9997,gioia
National City Commercial Finance Inc,0.998,gioia
Van Kampen American Capital Prime Rate Fund,0.9906,gioia
National Bank of Commerce,0.9833,gioia
KfW IPEX-Bank GmbH [Ex-Kreditanstalt fur Wiederaufbau AG],0.9819,gioia
South Carolina National Bank,0.9791,gioia
Chancellor Capital,0.9768,gioia
BNP Paribas BIBF,0.9765,gioia
Fortis Bank Nederland (Holding) NV [ex-Fortis Finance NV],0.9762,gioia
Industrial & Commercial Bank of China,0.9757,gioia
Trust Co of the West,0.9745,gioia
National Australia Bank Ltd,0.9737,gioia
Appaloosa Management,0.9732,gioia
Erste Bank AG,0.9681,gioia
Provident National Bank,0.9657,gioia
Union Planters National Bank of Memphis,0.9649,gioia
Bank One Kentucky,0.9645,gioia
Heritage Savings Bank,0.9635,gioia
Goldman Sachs (Asia) Ltd,0.9634,gioia
BancOhio National Bank,0.9584,gioia
Credit Industriel et Commercial SA [CIC],0.9561,gioia
Bear Stearns & Co,0.9544,gioia
BBL International (UK) Ltd,0.9531,gioia
Banca della Svizzera Italiana,0.9521,gioia
Bankers Trust Delaware,0.949,gioia
MetLife Capital Credit Corp,0.9487,gioia
Key Corporate Capital,0.9408,gioia
Old Kent Bank & Trust,0.937,gioia
UniCredit Group (HVB),0.9343,gioia
Merrill Lynch Commercial Financ Corp,0.93,gioia
United Bank of Boulder,0.93,gioia
DZ Bank AG,0.9255,gioia
Hamilton Bank,0.9196,gioia
RepublicBank Dallas,0.9195,gioia
Southtrust Bank NA,0.9164,gioia
Southland Life Insurance Co,0.9154,gioia
First National Bank & Trust of Kearney,0.91,gioia
Dexia Bank SA,0.9057,gioia
Allied Capital Corp,0.9045,gioia
Phoenix Growth Capital Corp,0.903,gioia
First Charter Bank,0.9006,gioia
Barclays Bank SA,0.8974,gioia
SunAmerica Inc,0.8971,gioia
RBS Securities Corp,0.8962,gioia
Bank of Ireland Ltd,0.8952,gioia
Van Kampen Merritt Cos Inc,0.8938,gioia
Sunwest Bank of Albuquerque,0.8923,gioia
Fortis Bank SA/NV [New York],0.8854,gioia
Citigroup Global Markets Ltd,0.8847,gioia
Monumental Life Insurance Co,0.8829,gioia
Commerce Bank of Kansas City,0.881,gioia
M&I Bank,0.8805,gioia
Pearl Street LP,0.8804,gioia
Phoenix Mutual Life Insurance Co,0.8785,gioia
China Construction Bank [CCB],0.8759,gioia
Girocredit Bank,0.8747,gioia
BB&T Capital Markets,0.8722,gioia
BancBoston Financial Co,0.869,gioia
Meritor Savings Bank,0.867,gioia
Lincoln National Life Insurance Co,0.8638,gioia
Merrill Lynch Hongkong Securities,0.8635,gioia
SunTrust Banks Inc,0.8618,gioia
Allied Irish Bank (GB),0.8614,gioia
Chevy Chase Bank FSB,0.8589,gioia
Variable Annuity Life Insurance Co,0.8569,gioia
Southwest Bank of Texas,0.8565,gioia
National City Bank of the Midwest,0.8553,gioia
Cupertino National Bank & Trust,0.8548,gioia
Morgan Guaranty Trust Co of New York,0.8489,gioia
TD Banknorth NA,0.8446,gioia
Bank of Texas NA,0.8422,gioia
Smith Barney Shearson Holdings,0.8421,gioia
Liberty National Bank & Trust Co Oklahoma,0.8419,gioia
Seacoast Capital Partners LP,0.8375,gioia
Northwest Farm Credit Services ACA,0.8372,gioia
SouthTrust Bank NA,0.8362,gioia
Northwestern National Life,0.8345,gioia
First Chicago Corp,0.8341,gioia
Senior Debt Portfolio,0.8337,gioia
Antares Capital Corp,0.8269,gioia
Union Planters Bank,0.8242,gioia
Salomon Brothers,0.82,gioia
Gulf International Bank BSC [GIB],0.8042,gioia
Century Bank,0.8029,gioia
Equity Linked Investors LP,0.8025,gioia
Banc One Capital Markets,0.8018,gioia
HSH Nordbank AG [Ex-Hamburgische Landesbank GZ],0.8001,gioia
Norwest Bank Billings,0.8,gioia
Commercial Bank of San Francisco,0.8,gioia
St Paul Bank for Cooperatives,0.7986,gioia
Deutsche Bank AG London,0.7982,gioia
Bank Austria AG [US],0.7972,gioia
Mellon Bank (East),0.7969,gioia
JP Morgan PLC,0.7947,gioia
Riyad Bank [RB],0.7938,gioia
Prudential Power Funding Corp,0.793,gioia
Nederlandsche Middenstandsbank NV,0.7925,gioia
ING (US) Capital LLC,0.7867,gioia
United Overseas Bank,0.7845,gioia
Bank One Indiana NA,0.7836,gioia
Pacific Western Bank,0.781,gioia
First American Bank & Trust,0.781,gioia
New York Life Insurance & Annuity Corp,0.7798,gioia
BayernLB,0.7791,gioia
First Tennessee Bank NA,0.7782,gioia
John Hancock Capital Growth Fund IIB & III,0.777,gioia
Mercantile Safe Deposit & Trust Co,0.7758,gioia
Export Development Corp,0.7739,gioia
Svenska Handelsbanken AB (publ),0.7632,gioia
National Bank for Cooperatives,0.763,gioia
AT&T Commercial Finance Corp,0.7625,gioia
Perpetual Savings Bank,0.7624,gioia
Charter One Bank FSB,0.7614,gioia
First Union National Bank of Maryland,0.7577,gioia
Den Danske Bank,0.7577,gioia
Morgan Stanley Dean Witter & Co Ltd,0.7575,gioia
Continental Bank Pa,0.757,gioia
UMB Bank NA,0.7543,gioia
Commerzbank Aktiengesellschaft NY Branch,0.7525,gioia
GMAC Commercial Finance [fka GMAC Commercial Credit LLC],0.7518,gioia
First Collateral Services,0.75,gioia
Metrobank,0.7465,gioia
First Eastern Bank,0.7427,gioia
Lehman Brothers Commercial Bank,0.7389,gioia
NationsCredit Commercial Corp,0.731,gioia
Webster Bank NA,0.7307,gioia
NationsBanc Leasing Corp of North Carolina,0.7277,gioia
Trustmark National Bank,0.7243,gioia
Norwest Bank Des Moines,0.7199,gioia
Bell Atlantic Tricon,0.7192,gioia
Mediobanca SpA,0.7101,gioia
Deutsche Morgan Grenfell,0.7072,gioia
First NH Bank NA,0.7035,gioia
Marine National Bank,0.7027,gioia
Smith Barney Holdings,0.7025,gioia
First American Bank of New York,0.702,gioia
DVI Business Credit Corp,0.702,gioia
AEW Partners LP,0.7,gioia
Great-West Life & Annuity Insurance Co,0.6979,gioia
Bank One Louisiana,0.6957,gioia
Crescent Capital,0.6952,gioia
Santander Central Hispano SA [Brazil],0.6828,gioia
Barnett Bank of South Florida,0.6828,gioia
Confederation Life Insurance,0.6812,gioia
Fleet Bank of New York,0.6788,gioia
Deutsche Bank New York,0.6788,gioia
Jefferies Finance LLC,0.6783,gioia
US Trust,0.6761,gioia
Merrill Lynch Interfunding,0.6754,gioia
Bank of America Bridge LLC,0.675,gioia
Hua Nan Commercial Bank Ltd,0.6735,gioia
Chase Manhattan Corp,0.6719,gioia
HSH Nordbank AG,0.6691,gioia
FirStar Bank NA,0.6688,gioia
Mitsui Leasing USA,0.6666,gioia
Internationale Nederlanden Bank NV,0.6651,gioia
Banco Bilbao Vizcaya Argentaria SA [US],0.6632,gioia
Helaba Luxembourg,0.6631,gioia
Capital Securities Corp,0.662,gioia
Mitsui Nevitt Capital Corp,0.6607,gioia
Deutsche Financial Services Corp,0.6518,gioia
State Bank of India,0.6518,gioia
Siemens Financial Services Inc,0.6505,gioia
Local Oklahoma Bank,0.6474,gioia
Caixa Geral de Depositos SA [CGD],0.647,gioia
BB&T Corp,0.6463,gioia
Mercantile Bank of Kansas City,0.645,gioia
Bayerische Hypo-und Vereinsbank AG,0.6401,gioia
Credit Suisse First Boston (USA) Inc,0.6387,gioia
Alcatel-Lucent Inc [Ex-Lucent Technologies],0.6385,gioia
First American Bank NA,0.6369,gioia
CM Life Insurance Co,0.6368,gioia
Capital Bank of California,0.6365,gioia
Canada Life Assurance Co,0.636,gioia
Charter One Bank NA,0.6353,gioia
DEPFA Bank Plc,0.635,gioia
Manufacturers Bank,0.6344,gioia
Bayerische Landesbank [New York],0.6334,gioia
American National Bank & Trust of Shawnee,0.6294,gioia
Barclays American Business Credit,0.6288,gioia
Barits Securities Corp,0.6286,gioia
ING Real Estate Finance (USA) LLC,0.6286,gioia
Credit Commercial de France [CCF],0.6256,gioia
First Commonwealth Bank,0.6245,gioia
CIT Group/Commercial Services Inc,0.6234,gioia
Governor & Co of the Bank of Scotland,0.6208,gioia
Westdeutsche Landesbank New York,0.6173,gioia
Fubon Securities Co Ltd,0.6143,gioia
Canadian Imperial Bank of Commerce,0.6116,gioia
National Westminster Bank of New Jersey,0.6092,gioia
Springfield Bank for Cooperatives,0.608,gioia
State of Wisconsin Investment Board,0.606,gioia
Bank of NT Butterfield & Son Ltd,0.605,gioia
First Security Bank NA,0.6033,gioia
Renaissance Capital Partners Ltd,0.6032,gioia
Sterling Bank,0.6014,gioia
Polk Investment Corp,0.6,gioia
Epsom Investment Services NV,0.6,gioia
Japan Development Bank,0.6,gioia
Boatmen's Bank,0.6,gioia
Greenstone Farm Credit Services FLCA,0.5943,gioia
Goldman Sachs Capital Partners,0.5899,gioia
PB Capital,0.5886,gioia
First Bank of Minneapolis,0.5865,gioia
Bank of America Nevada,0.5862,gioia
Madeleine LLC,0.586,gioia
Sovran Bank/Tennessee,0.578,gioia
Kyowa Bank Ltd,0.5776,gioia
Norwest Bank Minnesota,0.5761,gioia
CS First Boston Mortgage Capital Corp,0.576,gioia
Chase Manhattan Asia Ltd,0.5747,gioia
BTM Capital Corp,0.5745,gioia
Daiwa Securities HK,0.5736,gioia
Washington Mutual Inc,0.5732,gioia
ABN AMRO Bank Bhd,0.5725,gioia
Eastern Heights State Bank of St Paul,0.57,gioia
Investor Savings Bank,0.57,gioia
Hana Bank [ex-Seoulbank],0.5687,gioia
Prudential Securities Group,0.5652,gioia
AmSouth Bancorporation,0.5647,gioia
Belfius Bank & Insurance SA/NV [Ex-Credit Local de France],0.5638,gioia
Standard Chartered Capital Markets,0.5636,gioia
Korea Development Bank Frankfurt,0.5625,gioia
Rural Telephone Finance Cooperative,0.5624,gioia
Bank United,0.5623,gioia
Marshall & Ilsley Corp,0.56,gioia
Rabobank International,0.5554,gioia
BankBoston Retail Finance Inc,0.555,gioia
Bank of East Asia Ltd,0.5545,gioia
MG Trade Finance Corp,0.5545,gioia
Sirrom Capital Corp,0.5534,gioia
Taiyo Kobe Bank Ltd,0.5534,gioia
Jefferies & Co,0.5529,gioia
Bank of America Canada,0.5519,gioia
Wainwright Bank & Trust,0.55,gioia
KBK Capital Corp,0.55,gioia
Bank of Lexington & Trust Co,0.55,gioia
Landesbank Schleswig-Holstein GZ,0.5494,gioia
Warburg Dillon Read,0.5475,gioia
NationsBank of Virginia,0.5462,gioia
Bank One Cleveland,0.5435,gioia
Trustcorp Bank South Bend,0.5435,gioia
ABN AMRO BIBF,0.5435,gioia
Bank One Akron,0.5423,gioia
First National Bank & Trust Co Broken Arrow OK,0.5421,gioia
FirstMerit Bank NA,0.5404,gioia
Silverfleet Capital Partners LLP [Ex-PPM Capital Ltd],0.5404,gioia
NatWest Group,0.5401,gioia
Casco Northern Bank NA,0.54,gioia
Wesray Capital Corp,0.54,gioia
Integra Bank,0.5399,gioia
International Bank of Commerce,0.5385,gioia
Merrill Lynch Business Capital,0.5323,gioia
Farm Credit Services of America,0.5313,gioia
Allied Irish Bank,0.5301,gioia
First Bank of Frederick,0.53,gioia
Shawmut Capital Corp,0.5294,gioia
Merrill Lynch Prime Rate Fund,0.5259,gioia
Kemper Investors Life Insurance,0.5215,gioia
Fleet Credit Corp,0.5214,gioia
Merchants Bank NA,0.5199,gioia
BT Securities Corp,0.5189,gioia
Bank of Taiwan,0.5186,gioia
Taiwan Business Bank,0.5186,gioia
Prospect Co,0.5166,gioia
First Bank Cincinnatti/Star Bank,0.5145,gioia
Keystone Provident Life Insurance Co,0.5114,gioia
Toronto Dominion New York,0.5092,gioia
Toyota Motor Credit Corp,0.5089,gioia
PaineWebber Funding,0.505,gioia
Skopbank,0.5048,gioia
DKB New York,0.5047,gioia
NM Rothschild & Sons Ltd [US],0.5026,gioia
Hardwick Bank & Trust Co,0.501,gioia
Provident Bank,0.5008,gioia
First Trust Bank,0.5007,gioia
Pioneer Commercial Funding Corp,0.5005,gioia
Washington Mutual Business Bank,0.5003,gioia
Novatel Finance,0.5,gioia
HCR Partners,0.5,gioia
Scripps Bank,0.5,gioia
Meridian Trust Co,0.5,gioia
American National Bank of Texas,0.5,gioia
Halifax Plc,0.5,gioia
Silver Oak Capital LLC,0.4993,gioia
Sumitomo Mitsui Banking Corp New York Branch,0.4956,gioia
Bank Austria Creditanstalt Corporate Finance Inc,0.4951,gioia
ABN AMRO Asia,0.495,gioia
Carolina First Bank,0.4928,gioia
First Florida Bank,0.4901,gioia
Daiwa Bank Trust Co,0.4896,gioia
Rabobank Nederland NV,0.4887,gioia
PaineWebber Real Estate Securities Inc,0.4882,gioia
John Alden Life Insurance Co,0.4878,gioia
UPS Capital Corp,0.4867,gioia
BNP Finance Southwest Corp,0.4825,gioia
Israel Discount Bank Ltd [IDB],0.4815,gioia
MBank Houston,0.4799,gioia
GMAC Commercial Finance [fka GMAC Business Credit],0.4786,gioia
Mizuho Corporate Bank USA,0.4751,gioia
Vivendi SA,0.475,gioia
Phoenix American Life Insurance Co,0.474,gioia
North Atlantic Life Insur Co of America,0.4698,gioia
First Interstate Bank of Oklahoma,0.4695,gioia
Beal Bank SSB,0.4695,gioia
Union Bank of Norway,0.4663,gioia
Chang Hwa Commercial Bank Ltd New York,0.4662,gioia
First Capital Life Insurance Co,0.4602,gioia
First Security Bank of Idaho,0.4598,gioia
Wachovia Capital Markets LLC,0.4585,gioia
Banca Nazionale del Lavoro New York,0.4578,gioia
Santander Investment Bank,0.4565,gioia
Valley National Bank (New Jersey),0.454,gioia
Back Bay Capital LLC,0.453,gioia
INA Life Insurance Co,0.451,gioia
Bank of Tokyo-Mitsubishi New York,0.4508,gioia
BNY Capital Markets,0.4507,gioia
International Commercial Bank of China,0.4503,gioia
HSBC Business Loans,0.4495,gioia
Chuo Trust & Banking Co Ltd,0.4479,gioia
American Bank & Trust Co,0.4459,gioia
KDB Bank UK,0.445,gioia
ING Luxembourg SA,0.445,gioia
Wells Fargo HSBC Trade Bank,0.4449,gioia
Salomon Smith Barney Australia Capital Markets,0.443,gioia
Asahi Bank Ltd,0.4415,gioia
DBS Bank Ltd,0.4405,gioia
Midwest Commerce Banking Co,0.4397,gioia
Bayerische Landesbank GZ [Cayman Islands],0.4385,gioia
Trust Co of Georgia,0.4367,gioia
Mercantile Business Credit Corp,0.4364,gioia
Mellon Bank Corp,0.4362,gioia
Bismarck National Bank,0.4352,gioia
Abu Dhabi International Bank Inc,0.4351,gioia
Victory Life Insurance Co,0.435,gioia
Royal Bank of Scotland Financial Markets Plc,0.4335,gioia
Societe Generale New York,0.43,gioia
Fuji International Finance HK,0.429,gioia
Hibernia Bank,0.4289,gioia
FBS Ag Credit,0.4287,gioia
Chase Manhattan Bank of Canada,0.4279,gioia
Indiana Insurance Co,0.4276,gioia
Washington National Insurance Co,0.4275,gioia
IBM Credit Corp,0.427,gioia
Plains National Bank of Lubbock,0.4265,gioia
Banco Bilbao Vizcaya Argentaria (New York),0.4264,gioia
US AgBank,0.4261,gioia
Bucks County Bank & Trust,0.4258,gioia
Warburg Dillon Read Australia,0.425,gioia
Saudi International Bank,0.4247,gioia
High River LP,0.4243,gioia
Banca Monte dei Paschi di Siena,0.424,gioia
Boatmen's National Bank of NY,0.423,gioia
Union Chelsea National Bank,0.4217,gioia
Merrill Lynch Prime Rate Trust,0.4209,gioia
Equitable Bank,0.4202,gioia
Banc South West Equipment Leasing Services,0.42,gioia
BBVA Bancomer,0.4178,gioia
Farm Credit Bank of Texas,0.4173,gioia
Olympus Placement Fund LP,0.415,gioia
Lumbermens Mutual Casualty Co,0.415,gioia
GE Capital Markets Inc,0.415,gioia
Independence Bank of Chicago,0.4121,gioia
First National Bank of Cincinnati,0.4108,gioia
Williams Street Commitment Corp,0.41,gioia
First Commercial Bank New York,0.4096,gioia
DnC America Banking Corp,0.4096,gioia
Cape Cod Bank & Trust Co,0.409,gioia
First National Bank of Glen Falls,0.408,gioia
